script	school	kind	fields_json	levels_json	calls	attrs
纯阳\子技能_大道无术_9点气.lua	纯阳	plain	{"nMaxRadius": "8 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT_WITH_PARAM
纯阳\子技能_抱元守缺_1点气.lua	纯阳	plain	{}	[]		EXECUTE_SCRIPT
纯阳\子技能_抱元守缺_2点气.lua	纯阳	plain	{}	[]		EXECUTE_SCRIPT
纯阳\子技能_抱元守缺_3点气.lua	纯阳	plain	{}	[]		EXECUTE_SCRIPT
纯阳\子技能_抱元守缺_4点气.lua	纯阳	plain	{}	[]		EXECUTE_SCRIPT
纯阳\子技能_抱元守缺_5点气.lua	纯阳	plain	{}	[]		EXECUTE_SCRIPT
纯阳\子技能_抱元守缺_6点气.lua	纯阳	plain	{}	[]		EXECUTE_SCRIPT
纯阳\子技能_气场效果_凌太虚.lua	纯阳	plain	{"nMaxRadius": "50 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "10 * LENGTH_BASE"}	[{"nDamageBase": "11", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "14", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "17", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "20", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "24", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "25", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT
纯阳\子技能_气场效果_凌太虚加强.lua	纯阳	plain	{"nMaxRadius": "50 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "10 * LENGTH_BASE"}	[{"nDamageBase": "11", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "14", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "17", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "20", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "24", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "25", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT
纯阳\子技能_紫霞功_放气后回气.lua	纯阳	plain	{}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		ACCUMULATE
纯阳\子技能_自身回豆.lua	纯阳	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "4 * LENGTH_BASE"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		ACCUMULATE
纯阳\子技能_镇山河驱散自己.lua	纯阳	plain	{"nMaxRadius": "50 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "6 * LENGTH_BASE"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		CAST_SKILL;CAST_SKILL_TARGET_DST;DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE;DEL_SINGLE_BUFF_BY_ID_AND_LEVEL;DETACH_MULTI_GROUP_BUFF
纯阳\正气吞噬破苍穹.lua	纯阳	bytecode	{}	[]		nCostMana
纯阳\气场聚气_太虚剑意.lua	纯阳	plain	{}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		ACCUMULATE
纯阳\纯阳决_冲阴阳.lua	纯阳	bytecode	{}	[]	SetPublicCoolDown;SetNormalCoolDown;SetCheckCoolDown	nPrepareFrames;nMinPrepareFrames;nCostMana;nMaxRadius;nAngleRange;nBrokenRate
纯阳\纯阳决_凌太虚.lua	纯阳	bytecode	{}	[]	SetPublicCoolDown;SetNormalCoolDown;SetCheckCoolDown	nPrepareFrames;nMinPrepareFrames;nCostMana;nMaxRadius;nAngleRange;nBrokenRate
纯阳\纯阳决_吞日月.lua	纯阳	bytecode	{}	[]	SetPublicCoolDown;SetNormalCoolDown;SetCheckCoolDown	nPrepareFrames;nMinPrepareFrames;nCostMana;nCostSprintPower;nMaxRadius;nAngleRange;nBrokenRate
纯阳\纯阳决_生太极.lua	纯阳	bytecode	{}	[]	SetPublicCoolDown;SetNormalCoolDown;SetCheckCoolDown;ModifyCoolDown	nPrepareFrames;nMinPrepareFrames;nCostMana;nCostSprintPower;nMaxRadius;nAngleRange;nBrokenRate
纯阳\纯阳决_破苍穹.lua	纯阳	bytecode	{}	[]	SetPublicCoolDown;SetNormalCoolDown;SetCheckCoolDown	nPrepareFrames;nMinPrepareFrames;nCostMana;nCostSprintPower;nMaxRadius;nAngleRange;nBrokenRate
纯阳\纯阳决_碎星辰.lua	纯阳	bytecode	{}	[]	SetPublicCoolDown;SetNormalCoolDown;SetCheckCoolDown	nPrepareFrames;nMinPrepareFrames;nCostMana;nCostSprintPower;nMaxRadius;nAngleRange;nBrokenRate
纯阳\纯阳决_转乾坤.lua	纯阳	bytecode	{}	[]	SetNormalCoolDown;SetCheckCoolDown;ModifyCoolDown;ClearCDTime	nCostMana;nCostSprintPower
纯阳\纯阳决_镇山河.lua	纯阳	bytecode	{}	[]	SetNormalCoolDown;SetCheckCoolDown	nPrepareFrames;nCostMana;nCostSprintPower;nMaxRadius;nAngleRange;nBrokenRate
纯阳\90级奇穴\万剑归宗锁足.lua	纯阳	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "30 * LENGTH_BASE", "nAngleRange": "256"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		
纯阳\90级奇穴\坐忘无我带减伤.lua	纯阳	bytecode	{}	[]	OverDraft;ModifyCoolDown;AddCDTime	
纯阳\90级奇穴\气场通用瞬发.lua	纯阳	bytecode	{}	[]		
纯阳\90级奇穴\立即回复5点气.lua	纯阳	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "4 * LENGTH_BASE", "nAngleRange": "256"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		ACCUMULATE
纯阳\套路及子技能\厚亡_三才加10秒.lua	纯阳	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "4 * LENGTH_BASE", "nAngleRange": "256"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		
纯阳\套路及子技能\自化爆气竭.lua	纯阳	plain	{"bIgnorePrepareState": "true", "nChannelInterval": "210*1.1 * 1.1*3", "nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "100 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "6 * LENGTH_BASE"}	[{"nAddRage": "0", "nCostRage": "0", "nDamageBase": "108", "nDamageRand": "3"}]		CALL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE_RAND
绝境战场\撼如雷自身加Buff.lua	绝境战场	plain	{}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		
绝境战场\绝境_一段守缺.lua	绝境战场	plain	{"nMinRadius": "0", "nMaxRadius": "10 * LENGTH_BASE", "nAngleRange": "128", "nChannelInterval": "80 * HDJueJingSkillCoe"}	[{"nDamage": "102 / 3", "nDamageRand": "0", "nCostMana": "0"}, {"nDamage": "123 / 3", "nDamageRand": "0", "nCostMana": "0"}, {"nDamage": "144 / 3", "nDamageRand": "0", "nCostMana": "0"}, {"nDamage": "165 / 3", "nDamageRand": "0", "nCostMana": "0"}, {"nDamage": "186 / 3", "nDamageRand": "0", "nCostMana": "0"}, {"nDamage": "207 / 3", "nDamageRand": "0", "nCostMana": "0"}, {"nDamage": "238 / 3", "nDamageRand": "0", "nCostMana": "0"}, {"nDamage": "279 / 3", "nDamageRand": "0", "nCostMana": "0"}, {"nDamage": "365 / 3", "nDamageRand": "0", "nCostMana": "0"}]		CALL_ADAPTIVE_DAMAGE;SKILL_SOLAR_DAMAGE;SKILL_SOLAR_DAMAGE_RAND
绝境战场\绝境_七星拱瑞.lua	绝境战场	plain	{"nMaxRadius": "25 * LENGTH_BASE", "nAngleRange": "128", "nPrepareFrames": "24", "nMinPrepareFrames": "1", "nBrokenRate": "PERCENT_BASE"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "248"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "439"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "577"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "714"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "852"}]	SetPublicCoolDown(16);SetCheckCoolDown(1, 444)	CAST_SKILL_TARGET_DST
绝境战场\绝境_七星拱瑞npc.lua	绝境战场	plain	{"nMaxRadius": "26 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		
绝境战场\绝境_七星拱瑞player.lua	绝境战场	plain	{"nMaxRadius": "26 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		
绝境战场\绝境_万剑归宗.lua	绝境战场	plain	{"nChannelInterval": "48 * HDJueJingSkillCoe", "nMinRadius": "0", "nMaxRadius": "50 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "6 * LENGTH_BASE", "nPrepareFrames": "0", "nBulletVelocity": "0"}	[{"nDamageBase": "69", "nDamageRand": "07", "nCostMana": "73"}, {"nDamageBase": "93", "nDamageRand": "09", "nCostMana": "109"}, {"nDamageBase": "119", "nDamageRand": "12", "nCostMana": "162"}, {"nDamageBase": "146", "nDamageRand": "15", "nCostMana": "202"}, {"nDamageBase": "171", "nDamageRand": "18", "nCostMana": "243"}, {"nDamageBase": "197", "nDamageRand": "20", "nCostMana": "283"}, {"nDamageBase": "207", "nDamageRand": "21", "nCostMana": "324"}]	SetPublicCoolDown(16);SetNormalCoolDown(1, 83);SetCheckCoolDown(1, 444)	CALL_ADAPTIVE_DAMAGE;EXECUTE_SCRIPT;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
绝境战场\绝境_三才化生.lua	绝境战场	plain	{"nMinRadius": "0", "nMaxRadius": "0", "nAngleRange": "256", "nAreaRadius": "8 * LENGTH_BASE", "nPrepareFrames": "0", "nBulletVelocity": "0", "nBrokenRate": "1024"}	[{"nCostMana": "89"}, {"nCostMana": "155"}, {"nCostMana": "200"}, {"nCostMana": "246"}, {"nCostMana": "292"}]	SetNormalCoolDown(1, 182);SetCheckCoolDown(1, 444)	EXECUTE_SCRIPT
绝境战场\绝境_三环套月.lua	绝境战场	plain	{"nMaxRadius": "MELEE_ATTACK_DISTANCE", "nAngleRange": "128", "nChannelInterval": "547 * HDJueJingSkillCoe_130", "nWeaponDamagePercent": "1024"}	[{"nDamageBase": "39 * 0.95", "nDamageRand": "39 * 0.1", "nCostMana": "29 * 2 / 3"}, {"nDamageBase": "78 * 0.95", "nDamageRand": "78 * 0.1", "nCostMana": "29 * 2 / 3"}, {"nDamageBase": "96 * 0.95", "nDamageRand": "96 * 0.1", "nCostMana": "43 * 2 / 3"}, {"nDamageBase": "124 * 0.95", "nDamageRand": "124 * 0.1", "nCostMana": "59 * 2 / 3"}, {"nDamageBase": "162 * 0.95", "nDamageRand": "162 * 0.1", "nCostMana": "84 * 2 / 3"}, {"nDamageBase": "201 * 0.95", "nDamageRand": "201 * 0.1", "nCostMana": "102 * 2 / 3"}, {"nDamageBase": "233 * 0.95", "nDamageRand": "233 * 0.1", "nCostMana": "120 * 2 / 3"}, {"nDamageBase": "280 * 0.95", "nDamageRand": "280 * 0.1", "nCostMana": "138 * 2 / 3"}, {"nDamageBase": "337 * 0.95", "nDamageRand": "337 * 0.1", "nCostMana": "156 * 2 / 3"}, {"nDamageBase": "368 * 0.95", "nDamageRand": "368 * 0.1", "nCostMana": "174 * 2 / 3"}, {"nDamageBase": "402 * 0.95", "nDamageRand": "402 * 0.1", "nCostMana": "192 * 2 / 3"}, {"nDamageBase": "458 * 0.95", "nDamageRand": "458 * 0.1", "nCostMana": "192 * 2 / 3"}]	SetPublicCoolDown(16);SetCheckCoolDown(1, 444)	CALL_ADAPTIVE_DAMAGE;EXECUTE_SCRIPT;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
绝境战场\绝境_三环套月额外伤害.lua	绝境战场	plain	{"nMaxRadius": "6 * LENGTH_BASE", "nAngleRange": "256", "nChannelInterval": "547 * HDJueJingSkillCoe_130"}	[{"nDamageBase": "39 * 0.95", "nDamageRand": "39 * 0.1", "nCostMana": "29 * 2 / 3"}, {"nDamageBase": "78 * 0.95", "nDamageRand": "78 * 0.1", "nCostMana": "29 * 2 / 3"}, {"nDamageBase": "96 * 0.95", "nDamageRand": "96 * 0.1", "nCostMana": "43 * 2 / 3"}, {"nDamageBase": "124 * 0.95", "nDamageRand": "124 * 0.1", "nCostMana": "59 * 2 / 3"}, {"nDamageBase": "162 * 0.95", "nDamageRand": "162 * 0.1", "nCostMana": "84 * 2 / 3"}, {"nDamageBase": "201 * 0.95", "nDamageRand": "201 * 0.1", "nCostMana": "102 * 2 / 3"}, {"nDamageBase": "233 * 0.95", "nDamageRand": "233 * 0.1", "nCostMana": "120 * 2 / 3"}, {"nDamageBase": "280 * 0.95", "nDamageRand": "280 * 0.1", "nCostMana": "138 * 2 / 3"}, {"nDamageBase": "337 * 0.95", "nDamageRand": "337 * 0.1", "nCostMana": "156 * 2 / 3"}, {"nDamageBase": "368 * 0.95", "nDamageRand": "368 * 0.1", "nCostMana": "174 * 2 / 3"}, {"nDamageBase": "402 * 0.95", "nDamageRand": "402 * 0.1", "nCostMana": "192 * 2 / 3"}, {"nDamageBase": "458 * 0.95", "nDamageRand": "458 * 0.1", "nCostMana": "192 * 2 / 3"}]		CALL_ADAPTIVE_DAMAGE;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
绝境战场\绝境_两仪化形.lua	绝境战场	plain	{"nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "128", "nChannelInterval": "10 * nSubsection * 1.05 * 1.15* HDJueJingSkillCoe", "nBrokenRate": "PERCENT_BASE"}	[{"nDamageBase": "80", "nDamageRand": "0", "nCostMana": "41"}, {"nDamageBase": "135", "nDamageRand": "0", "nCostMana": "41"}, {"nDamageBase": "185", "nDamageRand": "0", "nCostMana": "74"}, {"nDamageBase": "241", "nDamageRand": "0", "nCostMana": "127"}, {"nDamageBase": "308", "nDamageRand": "0", "nCostMana": "164"}, {"nDamageBase": "384", "nDamageRand": "0", "nCostMana": "200"}, {"nDamageBase": "480", "nDamageRand": "0", "nCostMana": "237"}, {"nDamageBase": "512", "nDamageRand": "0", "nCostMana": "273"}, {"nDamageBase": "560", "nDamageRand": "0", "nCostMana": "0"}]	SetPublicCoolDown(16);SetNormalCoolDown(1, 7108);SetCheckCoolDown(1, 444)	CALL_ADAPTIVE_DAMAGE;SKILL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE_RAND
绝境战场\绝境_二段守缺.lua	绝境战场	plain	{"nMinRadius": "0", "nMaxRadius": "10 * LENGTH_BASE", "nAngleRange": "128", "nChannelInterval": "104* HDJueJingSkillCoe"}	[{"nDamage": "102 / 3", "nDamageRand": "0", "nCostMana": "0"}, {"nDamage": "123 / 3", "nDamageRand": "0", "nCostMana": "0"}, {"nDamage": "144 / 3", "nDamageRand": "0", "nCostMana": "0"}, {"nDamage": "165 / 3", "nDamageRand": "0", "nCostMana": "0"}, {"nDamage": "186 / 3", "nDamageRand": "0", "nCostMana": "0"}, {"nDamage": "207 / 3", "nDamageRand": "0", "nCostMana": "0"}, {"nDamage": "238 / 3", "nDamageRand": "0", "nCostMana": "0"}, {"nDamage": "279 / 3", "nDamageRand": "0", "nCostMana": "0"}, {"nDamage": "365 / 3", "nDamageRand": "0", "nCostMana": "0"}]		CALL_ADAPTIVE_DAMAGE;CALL_REPULSED;SKILL_SOLAR_DAMAGE;SKILL_SOLAR_DAMAGE_RAND
绝境战场\绝境_云飞玉皇.lua	绝境战场	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "8 * LENGTH_BASE", "nAngleRange": "128", "nPrepareFrames": "24", "nMinPrepareFrames": "1", "nChannelInterval": "200 * 1.07 *1.05 * HDJueJingSkillCoe", "nWeaponDamagePercent": "2048"}	[{"nDamage": "945 * 0.95", "nDamageRand": "945 * 0.1", "nCostMana": "0"}]	SetPublicCoolDown(16);SetNormalCoolDown(1, 7146);SetCheckCoolDown(1, 444)	CALL_ADAPTIVE_DAMAGE;EXECUTE_SCRIPT;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
绝境战场\绝境_云飞玉皇额外伤害.lua	绝境战场	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "10 * LENGTH_BASE", "nAngleRange": "128", "nChannelInterval": "170 * 1.07 * 1.05 * HDJueJingSkillCoe", "nWeaponDamagePercent": "2048"}	[{"nDamage": "945 * 0.95", "nDamageRand": "945 * 0.1", "nCostMana": "0"}]		CALL_ADAPTIVE_DAMAGE;SKILL_PHYSICS_DAMAGE;SKILL_PHYSICS_DAMAGE_RAND
绝境战场\绝境_五方行尽.lua	绝境战场	plain	{"nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "8 * LENGTH_BASE", "nChannelInterval": "16 * HDJueJingSkillCoe"}	[{"nDamageBase": "23", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "31", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "39", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "47", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "51", "nDamageRand": "0", "nCostMana": "0"}]	SetPublicCoolDown(16);SetNormalCoolDown(1, 169);SetCheckCoolDown(1, 444)	CALL_ADAPTIVE_DAMAGE;CALL_BUFF;SKILL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE_RAND
绝境战场\绝境_五蕴皆空.lua	绝境战场	plain	{"nMaxRadius": "MELEE_ATTACK_DISTANCE", "nAngleRange": "128", "nDismountingRate": "PERCENT_BASE"}	[{"nCostMana": "49"}, {"nCostMana": "62"}, {"nCostMana": "76"}, {"nCostMana": "90"}]	SetPublicCoolDown(16);SetNormalCoolDown(1, 40);SetCheckCoolDown(1, 444)	EXECUTE_SCRIPT
绝境战场\绝境_亢龙有悔.lua	绝境战场	plain	{"nMinRadius": "0 * LENGTH_BASE", "nMaxRadius": "6 * LENGTH_BASE", "nAngleRange": "128", "nWeaponDamagePercent": "1024"}	[{"nAddRage": "0", "nCostRage": "10", "nDamage": "107", "nDamageRand": "5"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "120", "nDamageRand": "5"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "132", "nDamageRand": "5"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "144", "nDamageRand": "5"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "157", "nDamageRand": "5"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "55", "nDamageRand": "5"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "56", "nDamageRand": "5"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "58", "nDamageRand": "5"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "60", "nDamageRand": "5"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "62", "nDamageRand": "5"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "64", "nDamageRand": "5"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "68", "nDamageRand": "10"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "72", "nDamageRand": "10"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "76", "nDamageRand": "10"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "80", "nDamageRand": "10"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "84", "nDamageRand": "10"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "88", "nDamageRand": "10"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "92", "nDamageRand": "10"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "96", "nDamageRand": "10"}, {"nAddRage": "0", "nCostRage": "10", "nDamage": "100", "nDamageRand": "15"}]	SetPublicCoolDown(16);SetNormalCoolDown(1, 7193);SetCheckCoolDown(1, 444)	EXECUTE_SCRIPT
绝境战场\绝境_任驰骋.lua	绝境战场	plain	{"nMinRadius": "0", "nMaxRadius": "25 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "25 * LENGTH_BASE", "nPrepareFrames": "24", "nMinPrepareFrames": "1", "nBulletVelocity": "0", "nBreakRate": "0"}	[]	SetPublicCoolDown(16);SetNormalCoolDown(1, 7134);SetCheckCoolDown(1, 444)	CALL_BUFF;DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE;EXECUTE_SCRIPT
绝境战场\绝境_傍花随柳.lua	绝境战场	plain	{"nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "128", "nPrepareFrames": "16", "nMinPrepareFrames": "1", "nBrokenRate": "PERCENT_BASE"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "206"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "275"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "344"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "412"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "454"}]	SetPublicCoolDown(16);SetNormalCoolDown(1, 179);SetCheckCoolDown(1, 444)	EXECUTE_SCRIPT
绝境战场\绝境_傍花随柳伤害触发.lua	绝境战场	plain	{"nMaxRadius": "80 * LENGTH_BASE", "nAngleRange": "256", "nChannelInterval": "80 * HDJueJingSkillCoe", "bIgnorePrepareState": "true"}	[{"nDamageBase": "337", "nDamageRand": "46"}]		CALL_ADAPTIVE_DAMAGE;SKILL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE_RAND
绝境战场\绝境_傍花随柳触发.lua	绝境战场	plain	{}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT
绝境战场\绝境_兰摧子技能.lua	绝境战场	plain	{"nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "128", "nChannelInterval": "80 * HDJueJingSkillCoe", "nBrokenRate": "PERCENT_BASE"}	[{"nCostMana": "26"}, {"nCostMana": "38"}, {"nCostMana": "53"}, {"nCostMana": "74"}, {"nCostMana": "90"}, {"nCostMana": "106"}, {"nCostMana": "122"}, {"nCostMana": "138"}, {"nCostMana": "154"}, {"nCostMana": "170"}, {"nCostMana": "170"}, {"nCostMana": "170"}]		
